geneName,geneID,contrast,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value
CG3500,FBgn0034849,down - up,0.221293148767342,0.0602576256311125,127,0.078391641866565,0.364194655668119,3.67245052306015,0.00102178968606947
thoc5,FBgn0034939,down - up,-0.18477311831576,0.0449868248240312,127,-0.291459782297356,-0.0780864543341631,-4.107271829886,0.000209262485513673
CG13566,FBgn0034942,down - up,0.650192112537114,0.266348817479464,127,0.0185434708853058,1.28184075418892,2.44113008906918,0.0420842240163453
CG12099,FBgn0035232,down - up,-0.0440687012903791,0.0174006943778749,127,-0.0853346061725375,-0.0028027964082207,-2.53258291499061,0.0333385342025355
CG13937,FBgn0035287,down - up,-0.0896024797913983,0.0214321540634891,128,-0.140424326107162,-0.0387806334756347,-4.18075007887523,0.000157394764195073
FBgn0035346,FBgn0035346,down - up,-0.118465575792697,0.0323212569826581,127,-0.195115730513767,-0.0418154210716268,-3.66525274237507,0.0010478078707149
PIG-B,FBgn0035464,down - up,-0.188492676545962,0.0391497627055928,127,-0.281336694657231,-0.0956486584346935,-4.81465693581419,1.22416873373776e-05
Ctl1,FBgn0035523,down - up,-0.0885628573046217,0.0286447037234442,127,-0.156494032553136,-0.0206316820561074,-3.09177075663511,0.00686498918982037
Tektin-C,FBgn0035638,down - up,0.366341850092816,0.0968234859265756,127,0.136724073132985,0.595959627052648,3.78360525431428,0.000689756149121812
CG18586,FBgn0035642,down - up,-1.59697726479723,0.411993458731221,127,-2.5740234970264,-0.619931032568056,-3.87621995192666,0.000493888331453696
Arl5,FBgn0035866,down - up,-0.10967375783293,0.0267767602838509,127,-0.173175088235625,-0.0461724274302352,-4.09585613309144,0.000218513946590781
CG8329,FBgn0036022,down - up,-0.578574406481189,0.0962149930294884,127,-0.806749137004632,-0.350399675957745,-6.01334977287651,5.3949281708654e-08
Ir68a,FBgn0036150,down - up,-0.518396568994505,0.149781924306027,127,-0.873605763941241,-0.163187374047768,-3.46100887270846,0.00210548826473811
CG7573,FBgn0036153,down - up,-0.601362940008303,0.167517758012436,127,-0.998632825801095,-0.204093054215511,-3.58984591928253,0.00136054582821055
CG11597,FBgn0036212,down - up,-0.258008495080815,0.0664954363211041,127,-0.415703026731995,-0.100313963429635,-3.88009327188863,0.000486974047048894
Tsf2,FBgn0036299,down - up,-0.0592542583417307,0.024115994914795,127,-0.116445559486466,-0.00206295719699535,-2.45705219921815,0.0404330587002064
Or71a,FBgn0036474,down - up,-0.72751846768661,0.137012578040358,127,-1.0524450418963,-0.40259189347692,-5.30986627718454,1.416971771806e-06
CG13031,FBgn0036655,down - up,0.929438267841032,0.329157819771288,127,0.148837506346622,1.71003902933544,2.82368581881737,0.0151312452362906
FBgn0036767,FBgn0036767,down - up,1.81624536479989,0.464330425303098,127,0.715081540624388,2.91740918897539,3.91153640990531,0.000434145762442051
CG4174,FBgn0036793,down - up,-0.309640493896649,0.128254503974082,127,-0.61379721585094,-0.00548377194235794,-2.4142660437034,0.0450012884412599
CG14183,FBgn0036931,down - up,-0.539444331385827,0.129819374346613,127,-0.847312157652591,-0.231576505119063,-4.15534533347488,0.000174248079603201
CG14636,FBgn0037217,down - up,0.348677863661855,0.0983053976235338,127,0.11554571964273,0.58181000768098,3.54688422091671,0.00157593544710044
SecS,FBgn0037347,down - up,-0.139091130036439,0.0297350157477229,127,-0.20960799016101,-0.0685742699118678,-4.67768812421398,2.17098804853322e-05
Sec20,FBgn0037383,down - up,-0.132059260740033,0.0418237677917768,127,-0.231244706218774,-0.0328738152612922,-3.15751707013824,0.00560546957115649
FBgn0037465,FBgn0037465,down - up,-0.0684838779745711,0.0246529256519232,127,-0.126948515242882,-0.0100192407062606,-2.77792092271323,0.0172143491864678
Tailor,FBgn0037470,down - up,-0.0918602520017444,0.0248161211545312,127,-0.150711908887869,-0.0330085951156201,-3.70163618358107,0.000922396944297632
Fer1,FBgn0037475,down - up,-0.206247621436087,0.0602152822456904,127,-0.349048710613452,-0.0634465322587217,-3.42517071653928,0.00237222258497771
Coq2,FBgn0037574,down - up,-0.0957373104644038,0.0270306101561153,127,-0.159840648146563,-0.0316339727822448,-3.54181092884966,0.00160338125098614
hng2,FBgn0037634,down - up,-0.242774364515161,0.053226165130563,127,-0.369000698925852,-0.11654803010447,-4.5611845963285,3.50435284471873e-05
CG18473,FBgn0037683,down - up,0.485505093035877,0.146344585644254,127,0.138447577969503,0.83256260810225,3.31754735509027,0.00337438482999319
FBgn0038527,FBgn0038527,down - up,1.31216792621065,0.437898143168575,127,0.27368849937555,2.35064735304574,2.996514021996,0.00915199765570429
CG7794,FBgn0038565,down - up,-1.48864392034831,0.24249545675384,127,-2.06372410022224,-0.913563740474385,-6.13885282749629,2.94444209014699e-08
Arp5,FBgn0038576,down - up,-0.112406616790547,0.0367765277422136,127,-0.19962248661445,-0.0251907469666447,-3.05647715245075,0.0076432399403199
FBgn0038674,FBgn0038674,down - up,0.211892538729241,0.0796436612069001,127,0.0230168722495354,0.400768205208947,2.66050725843432,0.0237727201330949
CG6195,FBgn0038723,down - up,-0.0979099369988274,0.0276227737381107,127,-0.163417595998208,-0.0324022779994471,-3.54453676256785,0.00158857970339299
MED25,FBgn0038760,down - up,-0.0923221549853349,0.0283291431305229,127,-0.159504975419423,-0.0251393345512472,-3.25891095823027,0.00407342095491114
CG17190,FBgn0038761,down - up,0.314904686823245,0.0717738230288849,127,0.144692413116237,0.485116960530253,4.3874587354294,7.05001677622219e-05
FBgn0038866,FBgn0038866,down - up,1.26929804110393,0.275128246768873,127,0.616828903090954,1.92176717911691,4.61347773633084,2.82939938521798e-05
CG6656,FBgn0038912,down - up,-0.276463830729342,0.0701211587426204,127,-0.442756796059447,-0.110170865399236,-3.94265918713782,0.000387244794152419
CG7054,FBgn0038972,down - up,0.574290350481448,0.0923648847672329,127,0.355246186697816,0.793334514265081,6.21762644893356,2.00702936492547e-08
FBgn0038974,FBgn0038974,down - up,-0.174842905447766,0.0550174505176821,127,-0.305317289436044,-0.0443685214594872,-3.17795360931115,0.00525953049668659
CG17111,FBgn0039048,down - up,-0.148656619343821,0.0471856443972266,127,-0.2605578039296,-0.0367554347580425,-3.15046284188415,0.00572965071724785
GILT3,FBgn0039098,down - up,0.562922673803707,0.199552829106571,127,0.0896813257257886,1.03616402188162,2.82092053680221,0.0152503930249853
FBgn0039308,FBgn0039308,down - up,-0.259133421599368,0.0783993167605103,127,-0.445058113913891,-0.0732087292848462,-3.30530203969703,0.00351046598760563
Tsp97E,FBgn0039465,down - up,-0.221052112056682,0.0670332694283637,128,-0.380007413835474,-0.0620968102778903,-3.29764777910636,0.00359146012988687
CG14257,FBgn0039479,down - up,0.537597955094996,0.111756203993676,127,0.272567101506881,0.802628808683112,4.8104528955316,1.24608219314037e-05
CG5646,FBgn0039525,down - up,0.183784059399791,0.0630154353393412,127,0.0343423817086142,0.333225737090969,2.91649273563065,0.0115863810506261
CG11828,FBgn0039616,down - up,-1.03288101061332,0.399981590554139,127,-1.98144098827769,-0.0843210329489554,-2.58232137429715,0.0292804629744091
Pdhb,FBgn0039635,down - up,-0.0728358380999274,0.0272863829368687,127,-0.13754574325651,-0.00812593294334425,-2.66931085253932,0.0232137409965131
Atg14,FBgn0039636,down - up,-0.0722293606014297,0.0259449585046894,127,-0.133758065524113,-0.0107006556787463,-2.78394589023431,0.0169262141972349
Zip99C,FBgn0039714,down - up,-0.0714723617022225,0.0254551010096859,128,-0.131833780700714,-0.0111109427037308,-2.80778150025909,0.0158120152350122
CG7903,FBgn0039730,down - up,-0.13064839663204,0.034152000699967,127,-0.211640176719403,-0.0496566165446781,-3.82549759763172,0.000593467706835327
CG12054,FBgn0039831,down - up,-0.177406681195218,0.053646076135133,127,-0.304628838370062,-0.0501845240203741,-3.30698336162249,0.00349148521404097
pasha,FBgn0039861,down - up,-0.0987892747352694,0.0328091349299897,127,-0.176596436443043,-0.0209821130274959,-3.01102954851057,0.00876379533269667
yellow-h,FBgn0039896,down - up,-0.229681219538047,0.0654857678856055,127,-0.384981313316979,-0.0743811257591151,-3.50734559514165,0.00180201969483307
Ugt302C1,FBgn0040259,down - up,0.20286880432636,0.0782972241266053,127,0.017186225621123,0.388551383031597,2.5910088970501,0.0286177867211014
Gr47b,FBgn0041241,down - up,-0.423373242906406,0.150766124714232,127,-0.78091647806717,-0.0658300077456407,-2.80814568729471,0.0158118027666581
CG18809,FBgn0042132,down - up,-0.0984028362596296,0.0379186401467719,127,-0.188327236032266,-0.00847843648699352,-2.59510456806313,0.0283099500615249
Ugt305A1,FBgn0042179,down - up,0.651771705053216,0.183735400568327,127,0.216041532527546,1.08750187757888,3.54733874385212,0.00157349814360785
Obp56b,FBgn0046880,down - up,1.36979341174365,0.426475151656026,127,0.358403713110773,2.38118311037652,3.21189501058776,0.00472808971203065
CG31231,FBgn0051231,down - up,3.98680078124813,0.826863553667008,127,2.02588634788324,5.94771521461303,4.82159452253919,1.1888205667443e-05
FBgn0051810,FBgn0051810,down - up,-0.570883543016973,0.166487313529362,127,-0.965709720351845,-0.176057365682101,-3.42899126014362,0.00234235580463837
CG32196,FBgn0052196,down - up,0.263296884919844,0.06155886512373,127,0.117309476734603,0.409284293105086,4.27715625345971,0.000108837042402277
CG32333,FBgn0052333,down - up,-0.189315754899953,0.068601142881135,127,-0.352003988798237,-0.0266275210016682,-2.75965890579957,0.0181146217680166
sordd2,FBgn0052581,down - up,-0.985770508360235,0.231224030409259,127,-1.53412039820544,-0.437420618515029,-4.26327015671967,0.000114890416784141
CG32650,FBgn0052650,down - up,-3.29992946393282,0.611753015859586,127,-4.75070730162267,-1.84915162624298,-5.39421854634592,9.69191564337279e-07
Dh31-R,FBgn0052843,down - up,-0.15171144067966,0.0392665833077833,127,-0.244832499910874,-0.0585903814484464,-3.86362723465141,0.000517016565281359
