geneName,geneID,contrast,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value
Pgm2a,FBgn0033377,down - control,0.108116298001463,0.0299062054041416,127,0.0371934600506524,0.179039135952273,3.61517940977194,0.00124681997341858
FBgn0033683,FBgn0033683,down - control,0.38311630574637,0.0661638503970055,127,0.226208133128167,0.540024478364573,5.79041732679617,1.55653523625787e-07
CG3955,FBgn0033793,down - control,-0.200701870647595,0.0556900680904192,127,-0.332771373323432,-0.0686323679717582,-3.60390779773751,0.00129627068006966
FBgn0033963,FBgn0033963,down - control,-0.712252151049545,0.173938545485412,127,-1.12474899269677,-0.299755309402321,-4.09484941398041,0.000219348276631837
FBgn0034128,FBgn0034128,down - control,0.433877581181157,0.0891735342190875,127,0.222401734230492,0.645353428131822,4.86554205774975,9.86819286907803e-06
CG4945,FBgn0034137,down - control,-0.191851438303663,0.0399431012154948,127,-0.286576865902279,-0.0971260107050467,-4.80311824734429,1.28522683786603e-05
CG4927,FBgn0034139,down - control,0.900289246651224,0.199704634876851,127,0.426687889809236,1.37389060349321,4.5081039165986,4.34712423930117e-05
FBgn0034151,FBgn0034151,down - control,2.0526229548805,0.444175205180776,127,0.999257418427601,3.1059884913334,4.62120111825039,2.74102143268395e-05
CG5002,FBgn0034275,down - control,-0.325304619698447,0.0724437503139567,127,-0.497105632051362,-0.153503607345533,-4.49044421759838,4.66851143325897e-05
CG10916,FBgn0034312,down - control,0.159699313491007,0.0484594392833623,127,0.0447773127544944,0.274621314227519,3.2955254095529,0.00362274291609166
FBgn0034321,FBgn0034321,down - control,0.432340658475224,0.159230893343169,127,0.05472314756973,0.809958169380718,2.71518076296575,0.0204849760362058
Pepck2,FBgn0034356,down - control,1.35945981925091,0.289894859056621,127,0.671971525975211,2.04694811252661,4.68949267908675,2.06726495074472e-05
CG15093,FBgn0034390,down - control,0.485313903215331,0.131855409863294,127,0.172617600214048,0.798010206216615,3.68065219105155,0.000992884488479562
mip40,FBgn0034430,down - control,0.145674031851644,0.0366201670841289,127,0.0588289727496421,0.232519090953646,3.97797288900897,0.000339864172544502
Rbpn-5,FBgn0034585,down - control,-0.0782802417696488,0.0302268430913546,127,-0.149963474910147,-0.0065970086291503,-2.58975909369901,0.0287123051768685
BBS9,FBgn0034622,down - control,0.402186993081805,0.0979570074429823,127,0.169881059542579,0.634492926621031,4.10575009976602,0.000210473759261864
FBgn0034693,FBgn0034693,down - control,-0.158978305753408,0.0370606143442385,127,-0.246867889536241,-0.0710887219705757,-4.28968349733046,0.000103639358834839
