geneName,geneID,contrast,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value
FBgn0038675,FBgn0038675,control - up,-0.166698373873926,0.0442144398724228,127,-0.271553319922128,-0.0618434278257249,-3.77022471289744,0.000723502631611028
CG17190,FBgn0038761,control - up,0.20636037546316,0.0720549143216814,127,0.0354814912002831,0.377239259726037,2.86393200804995,0.0134891330436196
Gld2,FBgn0038934,control - up,-0.538920893247073,0.117345956874281,127,-0.817207896600058,-0.260633889894089,-4.59258169264792,3.08251892422451e-05
FBgn0039461,FBgn0039461,control - up,-0.146059491288197,0.0402579904031035,127,-0.241531681457438,-0.0505873011189561,-3.62808699156869,0.00119237022338614
FBgn0039529,FBgn0039529,control - up,0.251058842607785,0.049673774126622,127,0.133257035752688,0.368860649462883,5.05415276012285,4.38466070018517e-06
CG12259,FBgn0039557,control - up,0.100110386425776,0.042015134980652,127,0.000471111919170333,0.199749660932382,2.38272199939087,0.0486454864520673
Prp39,FBgn0039600,control - up,0.205595604623932,0.0481382427836469,127,0.0914353243060371,0.319755884941827,4.27094120464604,0.000111507584113268
CG11828,FBgn0039616,control - up,-2.12438993228794,0.40040288916788,127,-3.07394902344423,-1.17483084113166,-5.30563087769637,1.44412084324141e-06
eIF4E6,FBgn0039622,control - up,-0.398396898592829,0.118190609458921,127,-0.678687003227827,-0.11810679395783,-3.37079993424771,0.00283756941037483
Atg14,FBgn0039636,control - up,-0.0908627227089238,0.0260132763461287,127,-0.152553444013561,-0.0291720014042865,-3.49293651056938,0.00189170186217558
superdeath,FBgn0039640,control - up,0.293337168999,0.0950633751894834,127,0.0678935106508522,0.518780827347148,3.08570118002134,0.0069934445634644
rdog,FBgn0039644,control - up,0.212942935696803,0.0540416412135737,127,0.0847826923429158,0.34110317905069,3.9403491625143,0.000390553518030967
FipoQ,FBgn0039667,control - up,0.196670027157691,0.0447428813749584,127,0.0905618772829143,0.302778177032468,4.39556016765077,6.82668526050811e-05
Zip99C,FBgn0039714,control - up,0.092441842467636,0.0255494261020044,128,0.0318567513486784,0.153026933586594,3.6181572963153,0.00123086377591464
CG12054,FBgn0039831,control - up,-0.229279721910576,0.0537889093031808,127,-0.356840609241739,-0.101718834579413,-4.26258358611145,0.00011519793497472
pasha,FBgn0039861,control - up,-0.136198348724422,0.0329554075920917,127,-0.214352397379928,-0.0580443000689167,-4.13280728948125,0.00018990297011412
Ugt302C1,FBgn0040259,control - up,0.310823117136756,0.0784089317337902,127,0.124875622825704,0.496770611447807,3.9641289616347,0.000357741267296041
yellow-c,FBgn0041713,control - up,0.340069930941796,0.0816197925170384,127,0.146507851097891,0.533632010785701,4.16651305344602,0.000166955662149637
Chrac-16,FBgn0043001,control - up,-0.1755914672374,0.0644838744501898,127,-0.328515561627452,-0.0226673728473491,-2.72302910975108,0.0200477119503044
FucTC,FBgn0044872,control - up,3.90033734485159,1.03657580341362,127,1.44208840501603,6.35858628468715,3.76271309054977,0.000743125045816417
CCHa1-R,FBgn0050106,control - up,0.220297918551801,0.0598533480692508,127,0.0783551595636925,0.362240677539909,3.68062816297117,0.000992968034717934
FBgn0050196,FBgn0050196,control - up,-0.765104318084372,0.216527791102303,127,-1.27860194283047,-0.251606693338277,-3.53351555562161,0.00164922453083238
Lerp,FBgn0051072,control - up,0.145074974691554,0.0467433666736963,127,0.0342226557472463,0.255927293635861,3.1036483893915,0.00661983654437137
CG31231,FBgn0051231,control - up,2.06142922706441,0.827508279668009,127,0.0989858201278568,4.02387263400097,2.49112821915383,0.0370856333151905
FBgn0051300,FBgn0051300,control - up,0.534835633191951,0.130481858096979,127,0.225396720689494,0.844274545694409,4.09892716882097,0.000215987460325695
CG31321,FBgn0051321,control - up,0.255928919079299,0.0720228338704362,127,0.085126113898148,0.42673172426045,3.55344139248529,0.00154111387169609
sals,FBgn0051374,control - up,0.134826018259389,0.0494981818733355,127,0.0174406300290198,0.252211406489758,2.72385799147946,0.0200020186312869
