gene,transcript,contrast,estimate,SE,df,t.ratio,p.value
FBgn0039644,FBtr0085387,down - control,-0.471042343147808,0.134552557137594,268,-3.50080558235781,0.00711636444296859
FBgn0004369,FBtr0085422,down - control,-0.56796863540067,0.116568205940146,404,-4.87241465903921,5.53170218382526e-05
FBgn0004369,FBtr0303148,down - control,0.948741194069184,0.110637599161113,404,8.57521494738513,0
FBgn0039668,FBtr0085429,down - control,0.179938849885365,0.0570466057851562,404,3.15424287578186,0.0450413697549077
FBgn0015622,FBtr0085438,down - control,-2.80416587598409,0.342940770803715,404,-8.17682268985473,0
FBgn0039790,FBtr0335443,down - control,-1.13656240314352,0.236377684652421,1085,-4.80824746555398,0.000441557762906775
FBgn0027654,FBtr0085683,down - control,-0.327386093891318,0.0706460770441782,404,-4.63417230777851,0.000166608848471861
FBgn0039801,FBtr0085722,down - control,0.517909505994611,0.167011371067799,268,3.10104337616846,0.0257433752929801
FBgn0039816,FBtr0334547,down - control,-0.333165665964262,0.0837439012507051,269,-3.97838721373703,0.00124391209409269
FBgn0051005,FBtr0085769,down - control,-0.569345503856174,0.0904739940026308,268,-6.29291886726719,1.89289819374494e-08
FBgn0051005,FBtr0345211,down - control,0.399196840813541,0.0897596174527041,268,4.44739908816885,0.000183842774272858
FBgn0039830,FBtr0306237,down - control,0.148130905627246,0.0361367331203803,268,4.09917811700871,0.000774762789339301
FBgn0000557,FBtr0085833,down - control,-0.291569476840552,0.0679321242454651,541,-4.29207065256783,0.00125560266250679
FBgn0040206,FBtr0305268,down - control,1.12030958612232,0.194695339269009,268,5.75416746147372,3.54097075661031e-07
FBgn0040519,FBtr0085944,down - control,-2.18412989316995,0.556400722273077,268,-3.92546200200293,0.00152623783742134
FBgn0033062,FBtr0310665,down - control,0.800693785197445,0.213605058149639,540,3.74847764436611,0.0105949595902907
FBgn0033092,FBtr0086120,down - control,0.281340327472856,0.0615434165824224,404,4.57141223376946,0.000220883489210011
FBgn0262736,FBtr0086152,down - control,-0.24578863169091,0.0652353415089133,540,-3.76772200475607,0.00988046144326071
FBgn0003435,FBtr0308797,down - control,-0.895209916770955,0.157444204481405,404,-5.68588675410205,8.91688255122425e-07
FBgn0004003,FBtr0340470,down - control,-0.448516211901546,0.124267968821401,268,-3.60926645985626,0.00488218763522763
FBgn0020440,FBtr0086542,down - control,1.13426207490166,0.227634462310556,404,4.98282229935031,3.26304388563736e-05
FBgn0265356,FBtr0086573,down - control,-0.594769853345335,0.108128146152901,677,-5.50060159640844,5.53899223676435e-06
FBgn0000578,FBtr0086582,down - control,-0.21050371934877,0.06364590214122,269,-3.30741983799202,0.0135268387984242
FBgn0034420,FBtr0290316,down - control,-0.263031422389875,0.0538121125507012,948,-4.88795941883994,0.000235379525943324
FBgn0034396,FBtr0086630,down - control,0.208669247339592,0.0666218694008465,269,3.13214338198893,0.0234260941941492
FBgn0027835,FBtr0086682,down - control,0.349462606390489,0.090164042350243,268,3.87585335884785,0.0018430348913655
FBgn0034356,FBtr0086699,down - control,0.82428558433772,0.269101317708394,268,3.06310497234703,0.0288306923006718
FBgn0034356,FBtr0113093,down - control,1.04122902271675,0.266642389785605,268,3.90496433651812,0.0016503863866113
FBgn0034366,FBtr0086712,down - control,-0.293611878458261,0.0795733253974532,268,-3.68982792904189,0.00366309262354481
FBgn0034312,FBtr0086749,down - control,0.193942819321544,0.0470415050674791,268,4.12280217317327,0.000705055818205347
FBgn0041585,FBtr0336698,down - control,-0.350130781521691,0.0815536613816447,540,-4.29325643496486,0.00124969564484978
FBgn0016701,FBtr0086829,down - control,-0.399886624860328,0.0846940831666711,268,-4.72154145731035,5.51740596218542e-05
FBgn0050460,FBtr0087009,down - control,-1.1142646103594,0.224461084655989,676,-4.96417725178124,8.79269663949245e-05
FBgn0034186,FBtr0087013,down - control,-0.758073697660133,0.245788481588665,268,-3.08425233257591,0.0270719810792575
FBgn0024232,FBtr0331922,down - control,2.19119842870015,0.219288124272417,677,9.99232601387054,0
FBgn0262511,FBtr0087173,down - control,-0.180050503052544,0.0516288777660236,405,-3.48739912319056,0.0156971853580433
FBgn0034067,FBtr0340018,down - control,0.258364111427552,0.0777855431518613,268,3.32149267021439,0.0129305632194662
FBgn0014020,FBtr0087213,down - control,0.220508011216535,0.0700153651027079,405,3.14942314294961,0.0456821619689393
FBgn0014020,FBtr0087214,down - control,-0.342092606648094,0.0705468049905378,405,-4.84915804045241,6.16879513219981e-05
FBgn0033996,FBtr0310140,down - control,-0.63295566114131,0.087524860446817,269,-7.23172431135626,7.45962180914717e-11
FBgn0033968,FBtr0087445,down - control,0.55620114486878,0.169603800667737,268,3.27941439212443,0.0148051463244431
FBgn0033906,FBtr0302452,down - control,0.412231559829774,0.0784750151714478,540,5.25302937411549,1.39184209508869e-05
FBgn0013733,FBtr0301964,down - control,-0.128613652323647,0.038832855039667,268,-3.31198033706949,0.013334555252064
FBgn0027581,FBtr0087678,down - control,-0.208241315319842,0.0684412824391149,268,-3.0426273134945,0.0306282518295313
FBgn0033792,FBtr0345931,down - control,1.48985941439799,0.17157561784187,540,8.68339821903543,3.6051517326996e-10
FBgn0033810,FBtr0345470,down - control,0.183443299297987,0.0601418255896062,269,3.05017843239014,0.0299459133350279
FBgn0045063,FBtr0339637,down - control,-0.440065206088148,0.102048564503403,268,-4.31231157664615,0.000325188148677658
FBgn0033705,FBtr0087999,down - control,0.870591898977961,0.273387163532741,405,3.1844651655479,0.0411570872239536
FBgn0033699,FBtr0088007,down - control,0.3649287982231,0.0997329725092002,268,3.6590586747972,0.00409091819106977
FBgn0086677,FBtr0088021,down - control,1.65688133280012,0.290298191438818,268,5.70751517461423,4.52204081624608e-07
FBgn0062449,FBtr0345619,down - control,-0.345732513571369,0.0643163537063134,268,-5.37549928825382,2.46775332424232e-06
FBgn0033579,FBtr0330602,down - control,1.0724491748994,0.176884236860635,268,6.06300026465543,6.76115866626859e-08
FBgn0033544,FBtr0088218,down - control,-0.225629611087356,0.0669849662302859,404,-3.36836194425582,0.0232303842836752
FBgn0053144,FBtr0088254,down - control,-0.360485191371537,0.0886198859913317,268,-4.06776862031618,0.000877558963763514
FBgn0261862,FBtr0301282,down - control,-0.904147244051094,0.175234999439778,540,-5.15962705476434,2.23876499372277e-05
FBgn0033429,FBtr0113060,down - control,0.467034943864892,0.0990588990577268,268,4.71471971026779,5.68932749366313e-05
FBgn0033421,FBtr0088547,down - control,0.168131103094222,0.0352244087360182,269,4.77314195262282,4.36183086364172e-05
FBgn0004921,FBtr0088647,down - control,0.569337711057156,0.162118356094582,405,3.5118645708756,0.0144533097472319
FBgn0053199,FBtr0307344,down - control,-0.173268494510921,0.044565140335796,269,-3.88798269690957,0.00175896990377522
FBgn0005648,FBtr0088786,down - control,-0.221786078153317,0.0584604352267327,268,-3.79378082446945,0.00250543175131657
FBgn0003090,FBtr0089043,down - control,0.334077119552225,0.0894248303779144,405,3.73584292126019,0.00657896415185988
FBgn0026869,FBtr0089106,down - control,0.451061794823081,0.125551900611775,268,3.59263215152618,0.0051765073261667
FBgn0052850,FBtr0089123,down - control,0.212469245623725,0.0620501599705031,269,3.42415306785231,0.00921840526464301
FBgn0039938,FBtr0334488,down - control,-0.369102317460235,0.105724304962034,540,-3.4911775262347,0.025816475249453
FBgn0030151,FBtr0089385,down - control,-0.243471588667593,0.0660258256015867,404,-3.68752054895535,0.00783527463852385
FBgn0030151,FBtr0089386,down - control,0.304462817298348,0.0661183494652115,404,4.60481575479349,0.000190184775767266
FBgn0266186,FBtr0346639,down - control,-0.991490002053861,0.287826080463349,268,-3.44475386128226,0.00860689776693391
FBgn0000083,FBtr0336798,down - control,-0.159605502675491,0.0486144525066696,540,-3.28308752738899,0.0499104201941142
FBgn0028741,FBtr0089554,down - control,0.337051492488439,0.0873989017331387,268,3.85647285955128,0.00198274522560171
FBgn0028741,FBtr0089555,down - control,-0.601764291797192,0.087794515134296,268,-6.85423560773353,7.37557681596002e-10
FBgn0016034,FBtr0347062,down - control,-0.960556669678741,0.281547458460732,404,-3.41170428222037,0.020180748313336
FBgn0032202,FBtr0089738,down - control,0.392651037564917,0.101845390228919,540,3.85536386754815,0.00715013743348114
FBgn0005666,FBtr0089793,down - control,-0.424424778626131,0.121090644605965,540,-3.50501708870432,0.0246601176344621
FBgn0029854,FBtr0305177,down - control,0.386157415213066,0.0973896150754982,269,3.96507794916028,0.00130961648628736
FBgn0003721,FBtr0089968,down - control,0.150985182467027,0.0453117742267604,404,3.33214015658336,0.0260852043170892
FBgn0039915,FBtr0089971,down - control,3.01679810137096,0.487354178885784,268,6.19015539841708,3.35782385230132e-08
FBgn0053526,FBtr0091486,down - control,-0.217332948459893,0.0490200045338752,540,-4.43355627006736,0.000684610438663524
FBgn0260964,FBtr0091491,down - control,-0.268661485496988,0.062972487766209,405,-4.26633113963067,0.00082540687204935
FBgn0061359,FBtr0333102,down - control,0.302488534741314,0.097084113174079,269,3.11573670348031,0.0246205905552673
FBgn0053995,FBtr0100048,down - control,-0.897469107307217,0.125582167521445,404,-7.14646931980975,1.28752675188082e-10
FBgn0053995,FBtr0100049,down - control,-0.50720925890279,0.11674857518942,404,-4.34445780670012,0.000594087224295103
FBgn0053995,FBtr0100050,down - control,-0.445424402495587,0.116055820950632,404,-3.83801862627004,0.00451302931962361
FBgn0032536,FBtr0343641,down - control,-0.641039749347758,0.133678221374162,268,-4.79539406462856,3.9486147728085e-05
FBgn0040608,FBtr0344267,down - control,1.01674165207092,0.190731911093127,405,5.33073698178634,5.7728373856758e-06
FBgn0053155,FBtr0100452,down - control,0.280138799263623,0.0848453412124213,268,3.30175817859296,0.0137813371419933
FBgn0001316,FBtr0110818,down - control,0.20356659299622,0.0531482712045085,541,3.83016396173865,0.00785276214244413
FBgn0001316,FBtr0112807,down - control,-0.22028448362695,0.0590215702200997,541,-3.73227080888357,0.0112310836842401
FBgn0001316,FBtr0343527,down - control,0.174718811570618,0.0518262290101773,541,3.37124299621159,0.0380074057360326
FBgn0011288,FBtr0304625,down - control,-0.25156179994438,0.0485422884902281,268,-5.18232262566321,6.38835055410958e-06
FBgn0069973,FBtr0111189,down - control,0.271228207319062,0.0796976434390831,269,3.40321489588805,0.00988489235393264
FBgn0262115,FBtr0111299,down - control,0.755501284650461,0.145688688828271,540,5.18572368745113,1.96188685157583e-05
FBgn0085354,FBtr0339825,down - control,-0.681107052610054,0.102537689429096,268,-6.64250439426017,2.56453125402345e-09
FBgn0085412,FBtr0112624,down - control,-0.272080329775127,0.0557828032532238,540,-4.87749474582747,8.96977273303623e-05
FBgn0085427,FBtr0303891,down - control,-1.05808854593291,0.132560434116806,948,-7.98193331956477,1.79156689483762e-12
FBgn0085478,FBtr0112753,down - control,-0.748005589776673,0.211538241575869,540,-3.53603010124483,0.0222339649440587
FBgn0085478,FBtr0112755,down - control,1.10273085396302,0.20844961937681,540,5.29015527713504,1.14977132761318e-05
FBgn0016754,FBtr0308564,down - control,0.600914176638682,0.123427224123852,540,4.86857077848318,9.36115557597095e-05
FBgn0035521,FBtr0113137,down - control,-0.162694410609057,0.0357266364981913,269,-4.55386866931325,0.000115867543806214
FBgn0035648,FBtr0113148,down - control,-0.609113232940066,0.126467707814308,268,-4.81635386192358,3.58815716680061e-05
FBgn0050296,FBtr0301899,down - control,-0.264267004864832,0.0712552285636269,812,-3.70873843494666,0.0249427128108504
FBgn0052062,FBtr0305093,down - control,-0.527728199567748,0.121463357879279,676,-4.34475226752953,0.00151177425651161
FBgn0052062,FBtr0305096,down - control,0.477856069086987,0.122541419751987,676,3.89954735349179,0.00905755606546321
FBgn0053181,FBtr0339824,down - control,-0.564563280320143,0.138133327810001,676,-4.0870895479814,0.0043802029500164
FBgn0020660,FBtr0113681,down - control,0.142538406599288,0.0338682858253567,268,4.20861000566412,0.000498558529163917
FBgn0003256,FBtr0345337,down - control,-0.450740131634709,0.124363931927185,812,-3.62436378980537,0.0332873535159333
FBgn0058002,FBtr0113773,down - control,-0.43580527663077,0.101216306273575,269,-4.30568248018103,0.000333896688648472
FBgn0031969,FBtr0331673,down - control,-0.536212029095339,0.157352578468957,404,-3.40771046977869,0.0204460413932589
FBgn0033702,FBtr0114562,down - control,0.628272459432954,0.106959232584737,268,5.87394322351005,1.87716433508456e-07
FBgn0036318,FBtr0332047,down - control,0.286691376316476,0.0499398884770655,676,5.74072920583586,1.47674056172331e-06
FBgn0032251,FBtr0273339,down - control,-0.304612246355574,0.0891553191371629,268,-3.41664691802557,0.00945682151765415
FBgn0035770,FBtr0273399,down - control,-0.342325331048204,0.0967663016325396,268,-3.53765024882475,0.00626947154921342
FBgn0031879,FBtr0339664,down - control,1.03672587577973,0.323352516699356,268,3.20617846541659,0.018656487875744
FBgn0036193,FBtr0290309,down - control,0.21891161104767,0.059039338593855,268,3.70789402898994,0.0034316072616547
FBgn0039479,FBtr0331702,down - control,0.3920303409279,0.114274244522487,268,3.43060978058582,0.00902549413789
FBgn0259219,FBtr0299737,down - control,0.300814565234763,0.0855764205681396,405,3.51515713367845,0.0142928660254402
FBgn0259219,FBtr0299738,down - control,-0.355203518073223,0.0847318448249186,405,-4.19208998467081,0.00112261847024431
FBgn0259233,FBtr0299843,down - control,1.17719523567289,0.369263296824388,269,3.18795625180352,0.0197372073205019
FBgn0259238,FBtr0299853,down - control,0.492641245723841,0.143527849161512,404,3.43237391629461,0.0188561533928688
FBgn0259238,FBtr0299856,down - control,0.494373874420732,0.144442576407873,404,3.42263262477909,0.0194704295215569
FBgn0267001,FBtr0346129,down - control,0.199716883384597,0.0577517542712277,268,3.45819596140125,0.00822555064244601
FBgn0032986,FBtr0299875,down - control,0.19837648372566,0.0347374350537095,404,5.7107406870697,7.7943738618913e-07
FBgn0032986,FBtr0334168,down - control,-0.256389323849077,0.0372643841541637,404,-6.88027803675456,8.0005746472267e-10
FBgn0032986,FBtr0334169,down - control,0.116937531031635,0.0340254227821904,404,3.43676937624542,0.0185846898021121
FBgn0037676,FBtr0300335,down - control,-0.436524362418074,0.114951035094893,268,-3.79748091922549,0.00247132209277878
FBgn0033112,FBtr0310521,down - control,0.629789893293343,0.155439299059015,268,4.05167738857489,0.000935079764386337
FBgn0010100,FBtr0300425,down - control,-0.112858281537682,0.035624416196587,269,-3.16800367800819,0.0209920165139134
FBgn0029761,FBtr0301950,down - control,0.292373096298321,0.0791095506582622,404,3.69580023986378,0.00760587860159967
FBgn0040375,FBtr0300707,down - control,0.210536321917993,0.0529021409304978,268,3.97973159904045,0.00123850853619312
FBgn0040333,FBtr0340092,down - control,-0.408435791882434,0.134627683150924,268,-3.03381728276908,0.0314312443045782
FBgn0031974,FBtr0343383,down - control,-0.847172684009566,0.178044043062243,268,-4.75821976090151,4.6753178096659e-05
FBgn0083984,FBtr0392905,down - control,0.458766598306249,0.120772360821512,268,3.7986058663228,0.00246103776911188
FBgn0260767,FBtr0301269,down - control,0.521516970457204,0.107847758873345,268,4.83567740215785,3.28406389323854e-05
FBgn0000541,FBtr0301349,down - control,0.235194068496637,0.053806110629909,540,4.37114048466274,0.000897001556750654
FBgn0051122,FBtr0301432,down - control,-0.291810789219947,0.0672944786289748,269,-4.33632587940584,0.000293813446971658
FBgn0032707,FBtr0343112,down - control,0.455109496075839,0.135892360178934,268,3.3490440189322,0.0118219768291297
FBgn0262527,FBtr0301732,down - control,-0.151217252126979,0.0455583223310419,269,-3.31920150676718,0.013021564172106
FBgn0050410,FBtr0301852,down - control,0.218106277798072,0.0713993920676414,268,3.05473578250422,0.0295538803102786
FBgn0050410,FBtr0305675,down - control,0.272655905205675,0.0719102500657603,268,3.79161392091305,0.00252561070324353
FBgn0266084,FBtr0306632,down - control,-0.241913987973971,0.0714089398504206,540,-3.38772692159701,0.0360824867868875
FBgn0259740,FBtr0304667,down - control,0.252541782843095,0.0592197984359125,404,4.26448231019216,0.000832220388882421
FBgn0033302,FBtr0302331,down - control,0.852120579466689,0.241793013678269,268,3.52417369924727,0.00656788729102908
FBgn0053639,FBtr0302908,down - control,0.428988805453333,0.0882239282557206,404,4.86249948211206,5.79723402647225e-05
FBgn0261588,FBtr0302919,down - control,-1.03236608486628,0.201983337629061,540,-5.11114479533063,2.85642240329675e-05
FBgn0261611,FBtr0302923,down - control,-0.251399740261443,0.0741518760740824,540,-3.39033553258017,0.0357852351261535
FBgn0261611,FBtr0332924,down - control,-0.30660097649956,0.0795372366990899,540,-3.85481051673333,0.00716495268361572
FBgn0262103,FBtr0304026,down - control,0.439350598801045,0.0963471209344277,404,4.56008020312366,0.000232332284147652
FBgn0262111,FBtr0304066,down - control,0.754788244811315,0.150953466429554,540,5.00013853715346,4.95027271635307e-05
FBgn0054041,FBtr0304737,down - control,0.601512119796886,0.205151711428259,268,2.93203559263133,0.042121289447025
FBgn0262508,FBtr0304810,down - control,0.207317617520004,0.0502800413106741,404,4.12325869501607,0.0014864719400548
FBgn0262508,FBtr0304812,down - control,-0.306895018209748,0.0486909116043354,404,-6.30292200531365,2.74517598652935e-08
FBgn0262614,FBtr0305299,down - control,0.288654584871484,0.0637810728555559,676,4.52570914768393,0.000685879902844189
FBgn0004607,FBtr0332913,down - control,0.210993234215369,0.072311649540973,268,2.91783185081149,0.0438373366171207
FBgn0263132,FBtr0307372,down - control,1.02591044952073,0.315744848302141,404,3.24917557653712,0.0338154256591591
FBgn0036576,FBtr0307520,down - control,0.17183459163461,0.0497132930374688,268,3.45651195355534,0.0082724658959098
FBgn0010313,FBtr0308118,down - control,0.421556689622123,0.0830882304749475,405,5.07360293043224,2.0955932946487e-05
FBgn0263257,FBtr0308309,down - control,-0.605913856370031,0.183871121715268,404,-3.29531821374491,0.0293000420577657
FBgn0263346,FBtr0308858,down - control,-0.193274470623861,0.0448494274288947,540,-4.30940776067394,0.00116724631022547
FBgn0261509,FBtr0344146,down - control,0.337418286055963,0.0672657853604605,268,5.01619484925097,1.41604477665869e-05
FBgn0036044,FBtr0310627,down - control,0.810242811540762,0.189520434936242,404,4.27522663618486,0.00079565892200617
FBgn0263995,FBtr0330278,down - control,0.574695041347505,0.156745920948878,676,3.66641146301306,0.0210540098919764
FBgn0036734,FBtr0345387,down - control,-0.34711551278627,0.0745877616205552,404,-4.65378642882628,0.000152442659657637
FBgn0052311,FBtr0332118,down - control,-0.189442853920412,0.0514847462793254,541,-3.67959187159257,0.0135523606108369
FBgn0261574,FBtr0332721,down - control,0.175890014384171,0.0321507988381028,268,5.47078208755792,1.52843532985614e-06
FBgn0264489,FBtr0332827,down - control,1.06753051739381,0.169205948139202,1084,6.30906022591818,1.12053992973316e-07
FBgn0264542,FBtr0333156,down - control,-0.637870183853503,0.0859931753682423,269,-7.41768380016203,2.36352049043376e-11
FBgn0259171,FBtr0333524,down - control,0.163199957701136,0.0531782244866139,268,3.06892453211214,0.0283369982171422
FBgn0264742,FBtr0334119,down - control,-0.550923417724202,0.0933559344468577,268,-5.90132187084273,1.62148810156637e-07
FBgn0264742,FBtr0334120,down - control,0.803712616950228,0.0938527833146227,268,8.56354589139825,3.05866443284231e-13
FBgn0266756,FBtr0334289,down - control,0.338155849288921,0.0902559794773996,541,3.74663098497087,0.0106642701688555
FBgn0031288,FBtr0334796,down - control,1.045275710959,0.203541922382401,268,5.13543204625533,8.01433285102515e-06
FBgn0265192,FBtr0339101,down - control,-0.666475368774092,0.126157105048991,540,-5.28289998819548,1.19362756456631e-05
FBgn0000150,FBtr0346611,down - control,0.194670504864251,0.0493357942508963,268,3.94582691573299,0.00141160759390402
FBgn0010323,FBtr0343220,down - control,-0.62278812786913,0.154605007315717,268,-4.02825328029215,0.00102519591196026
FBgn0010323,FBtr0347398,down - control,0.760109793363182,0.161502270244129,268,4.70649602766693,5.90342730193427e-05
FBgn0266696,FBtr0345098,down - control,-1.34478163801829,0.231996857742505,1085,-5.79655108738959,2.41059029704171e-06
FBgn0053497,FBtr0345925,down - control,-2.60190365831712,0.846641039280394,268,-3.07320757865531,0.0279784001278039
FBgn0053497,FBtr0345926,down - control,-2.62266566864347,0.830285209357669,268,-3.15875272627394,0.0216045348947053
FBgn0264817,FBtr0347597,down - control,-0.479659422464748,0.097444796141816,268,-4.92237083411491,2.19946018882311e-05
FBgn0025637,FBtr0070125,down - control,0.229286187784578,0.0480048331520637,406,4.77631464853286,8.66882012668935e-05
FBgn0028325,FBtr0070708,down - control,-0.206752822908397,0.0521703441918006,406,-3.96303352242196,0.00280039895305928
FBgn0035207,FBtr0072671,down - control,-0.188644676766854,0.0466072703041397,406,-4.04753755231398,0.00201073558160036
FBgn0031051,FBtr0074759,down - control,0.11884529926622,0.0305436673210472,270,3.89099638943243,0.00173763176001029
FBgn0031118,FBtr0304906,down - control,1.1991152618908,0.241651855268844,406,4.96216037967823,3.59819273105799e-05
FBgn0017457,FBtr0333408,down - control,0.180496472414478,0.0442715728205502,270,4.07702868714648,0.000844403437823327
FBgn0003209,FBtr0079746,down - control,-0.188080341150076,0.0410239167608197,270,-4.58465100362391,0.000101105198161311
FBgn0041789,FBtr0081213,down - control,-0.341182937890732,0.0799329805816638,406,-4.26836251329526,0.000818022395915108
FBgn0004666,FBtr0082711,down - control,-1.16386142284536,0.227358659825755,406,-5.11905472937485,1.67354310056655e-05
FBgn0033998,FBtr0087402,down - control,0.0810669207077205,0.0221107580796429,270,3.66640168626139,0.00397993653474815
FBgn0004512,FBtr0087801,down - control,-0.336046193864117,0.0874263843085617,270,-3.84376177193923,0.00207660577402158
FBgn0039889,FBtr0089153,down - control,-0.138748818547372,0.0382383116257564,406,-3.62852889283725,0.00965687956471151
FBgn0267861,FBtr0113831,down - control,-0.218439237583212,0.0564021346508847,406,-3.87288954461205,0.00395523345813475
FBgn0265140,FBtr0301498,down - control,0.0739695116383464,0.0231357370255732,270,3.19719711356435,0.0191724203796226
FBgn0265042,FBtr0336476,down - control,-1.03290051598092,0.227664417233573,814,-4.53694313996031,0.000911047385006358
FBgn0028862,FBtr0336859,down - control,-0.0630218918691223,0.0212269868574051,270,-2.96895137743665,0.0379098916871419
FBgn0028862,FBtr0336860,down - control,-0.183840658974343,0.0606769474922428,270,-3.02982708544866,0.0317836764766791
